id,date,description,normalized_description,amount,merchant,category,subcategory,account,account_type,source_file,needs_review,notes,created_at,updated_at
e1b3a0f8c9d2e1b3a0f8c9d2e1b3a0f8c9d2e1b3a0f8c9d2e1b3a0f8c9d2e1b3,2026-02-08,CON EDISON ELECTRIC 022026,Con Edison,-101.20,Con Edison,Utilities,Electricity,TD Chequing,checking,td_chequing_feb2026.csv,false,,2026-02-28T12:00:00Z,2026-02-28T12:00:00Z
f2c4b1e9d0a3f2c4b1e9d0a3f2c4b1e9d0a3f2c4b1e9d0a3f2c4b1e9d0a3f2c4,2026-03-08,CON EDISON ELECTRIC 032026,Con Edison,-88.75,Con Edison,Utilities,Electricity,TD Chequing,checking,td_chequing_mar2026.csv,false,,2026-03-31T12:00:00Z,2026-03-31T12:00:00Z
a3d5c2f0e1b4a3d5c2f0e1b4a3d5c2f0e1b4a3d5c2f0e1b4a3d5c2f0e1b4a3d5,2026-01-10,XFINITY INTERNET 012026,Xfinity,-79.99,Xfinity,Utilities,Internet,TD Chequing,checking,td_chequing_jan2026.csv,false,,2026-01-31T12:00:00Z,2026-01-31T12:00:00Z
b4e6d3a1f2c5b4e6d3a1f2c5b4e6d3a1f2c5b4e6d3a1f2c5b4e6d3a1f2c5b4e6,2026-02-10,XFINITY INTERNET 022026,Xfinity,-79.99,Xfinity,Utilities,Internet,TD Chequing,checking,td_chequing_feb2026.csv,false,,2026-02-28T12:00:00Z,2026-02-28T12:00:00Z
c5f7e4b2a3d6c5f7e4b2a3d6c5f7e4b2a3d6c5f7e4b2a3d6c5f7e4b2a3d6c5f7,2026-03-10,XFINITY INTERNET 032026,Xfinity,-79.99,Xfinity,Utilities,Internet,TD Chequing,checking,td_chequing_mar2026.csv,false,,2026-03-31T12:00:00Z,2026-03-31T12:00:00Z
d6a8f5c3b4e7d6a8f5c3b4e7d6a8f5c3b4e7d6a8f5c3b4e7d6a8f5c3b4e7d6a8,2026-01-12,T-MOBILE WIRELESS 012026,T-Mobile,-75.00,T-Mobile,Utilities,Phone,TD Chequing,checking,td_chequing_jan2026.csv,false,,2026-01-31T12:00:00Z,2026-01-31T12:00:00Z
e7b9a6d4c5f8e7b9a6d4c5f8e7b9a6d4c5f8e7b9a6d4c5f8e7b9a6d4c5f8e7b9,2026-02-12,T-MOBILE WIRELESS 022026,T-Mobile,-75.00,T-Mobile,Utilities,Phone,TD Chequing,checking,td_chequing_feb2026.csv,false,,2026-02-28T12:00:00Z,2026-02-28T12:00:00Z
f8c0b7e5d6a9f8c0b7e5d6a9f8c0b7e5d6a9f8c0b7e5d6a9f8c0b7e5d6a9f8c0,2026-03-12,T-MOBILE WIRELESS 032026,T-Mobile,-75.00,T-Mobile,Utilities,Phone,TD Chequing,checking,td_chequing_mar2026.csv,false,,2026-03-31T12:00:00Z,2026-03-31T12:00:00Z
a9d1c8f6b7e0a9d1c8f6b7e0a9d1c8f6b7e0a9d1c8f6b7e0a9d1c8f6b7e0a9d1,2026-01-15,NATIONAL GRID GAS 012026,National Grid,-58.40,National Grid,Utilities,Gas,TD Chequing,checking,td_chequing_jan2026.csv,false,,2026-01-31T12:00:00Z,2026-01-31T12:00:00Z
b0e2d9a7c8f1b0e2d9a7c8f1b0e2d9a7c8f1b0e2d9a7c8f1b0e2d9a7c8f1b0e2,2026-02-15,NATIONAL GRID GAS 022026,National Grid,-62.80,National Grid,Utilities,Gas,TD Chequing,checking,td_chequing_feb2026.csv,false,,2026-02-28T12:00:00Z,2026-02-28T12:00:00Z
c1f3e0b8d9a2c1f3e0b8d9a2c1f3e0b8d9a2c1f3e0b8d9a2c1f3e0b8d9a2c1f3,2026-03-15,NATIONAL GRID GAS 032026,National Grid,-48.90,National Grid,Utilities,Gas,TD Chequing,checking,td_chequing_mar2026.csv,false,,2026-03-31T12:00:00Z,2026-03-31T12:00:00Z
d2a4f1c9e0b3d2a4f1c9e0b3d2a4f1c9e0b3d2a4f1c9e0b3d2a4f1c9e0b3d2a4,2026-01-20,NYC DEP WATER 012026,NYC Water,-38.50,NYC DEP,Utilities,Water,TD Chequing,checking,td_chequing_jan2026.csv,false,,2026-01-31T12:00:00Z,2026-01-31T12:00:00Z
e3b5a2d0f1c4e3b5a2d0f1c4e3b5a2d0f1c4e3b5a2d0f1c4e3b5a2d0f1c4e3b5,2026-02-20,NYC DEP WATER 022026,NYC Water,-38.50,NYC DEP,Utilities,Water,TD Chequing,checking,td_chequing_feb2026.csv,false,,2026-02-28T12:00:00Z,2026-02-28T12:00:00Z
f4c6b3e1a2d5f4c6b3e1a2d5f4c6b3e1a2d5f4c6b3e1a2d5f4c6b3e1a2d5f4c6,2026-03-20,NYC DEP WATER 032026,NYC Water,-38.50,NYC DEP,Utilities,Water,TD Chequing,checking,td_chequing_mar2026.csv,false,,2026-03-31T12:00:00Z,2026-03-31T12:00:00Z
a5d7c4f2b3e6a5d7c4f2b3e6a5d7c4f2b3e6a5d7c4f2b3e6a5d7c4f2b3e6a5d7,2026-01-05,NETFLIX.COM,Netflix,-15.99,Netflix,Subscriptions,Streaming,Amex Gold,credit_card,amex_gold_jan2026.pdf,false,,2026-01-31T12:00:00Z,2026-01-31T12:00:00Z
b6e8d5a3c4f7b6e8d5a3c4f7b6e8d5a3c4f7b6e8d5a3c4f7b6e8d5a3c4f7b6e8,2026-02-05,NETFLIX.COM,Netflix,-15.99,Netflix,Subscriptions,Streaming,Amex Gold,credit_card,amex_gold_feb2026.pdf,false,,2026-02-28T12:00:00Z,2026-02-28T12:00:00Z
c7f9e6b4d5a8c7f9e6b4d5a8c7f9e6b4d5a8c7f9e6b4d5a8c7f9e6b4d5a8c7f9,2026-03-05,NETFLIX.COM,Netflix,-15.99,Netflix,Subscriptions,Streaming,Amex Gold,credit_card,amex_gold_mar2026.pdf,false,,2026-03-31T12:00:00Z,2026-03-31T12:00:00Z
d8a0f7c5e6b9d8a0f7c5e6b9d8a0f7c5e6b9d8a0f7c5e6b9d8a0f7c5e6b9d8a0,2026-01-06,SPOTIFY USA,Spotify,-9.99,Spotify,Subscriptions,Streaming,Amex Gold,credit_card,amex_gold_jan2026.pdf,false,,2026-01-31T12:00:00Z,2026-01-31T12:00:00Z
e9b1a8d6f7c0e9b1a8d6f7c0e9b1a8d6f7c0e9b1a8d6f7c0e9b1a8d6f7c0e9b1,2026-02-06,SPOTIFY USA,Spotify,-9.99,Spotify,Subscriptions,Streaming,Amex Gold,credit_card,amex_gold_feb2026.pdf,false,,2026-02-28T12:00:00Z,2026-02-28T12:00:00Z
f0c2b9e7a8d1f0c2b9e7a8d1f0c2b9e7a8d1f0c2b9e7a8d1f0c2b9e7a8d1f0c2,2026-03-06,SPOTIFY USA,Spotify,-9.99,Spotify,Subscriptions,Streaming,Amex Gold,credit_card,amex_gold_mar2026.pdf,false,,2026-03-31T12:00:00Z,2026-03-31T12:00:00Z
a1e3d0f8b9c2a1e3d0f8b9c2a1e3d0f8b9c2a1e3d0f8b9c2a1e3d0f8b9c2a1e3,2026-01-07,YOUTUBE PREMIUM,YouTube Premium,-13.99,YouTube,Subscriptions,Streaming,Amex Gold,credit_card,amex_gold_jan2026.pdf,false,,2026-01-31T12:00:00Z,2026-01-31T12:00:00Z
b2f4c1a9e0d3b2f4c1a9e0d3b2f4c1a9e0d3b2f4c1a9e0d3b2f4c1a9e0d3b2f4,2026-02-07,YOUTUBE PREMIUM,YouTube Premium,-13.99,YouTube,Subscriptions,Streaming,Amex Gold,credit_card,amex_gold_feb2026.pdf,false,,2026-02-28T12:00:00Z,2026-02-28T12:00:00Z
c3a5d2b0f1e4c3a5d2b0f1e4c3a5d2b0f1e4c3a5d2b0f1e4c3a5d2b0f1e4c3a5,2026-03-07,YOUTUBE PREMIUM,YouTube Premium,-13.99,YouTube,Subscriptions,Streaming,Amex Gold,credit_card,amex_gold_mar2026.pdf,false,,2026-03-31T12:00:00Z,2026-03-31T12:00:00Z
d4b6e3c1a2f5d4b6e3c1a2f5d4b6e3c1a2f5d4b6e3c1a2f5d4b6e3c1a2f5d4b6,2026-01-08,GITHUB INC,GitHub,-4.00,GitHub,Subscriptions,Software,Amex Gold,credit_card,amex_gold_jan2026.pdf,false,,2026-01-31T12:00:00Z,2026-01-31T12:00:00Z
e5c7f4d2b3a6e5c7f4d2b3a6e5c7f4d2b3a6e5c7f4d2b3a6e5c7f4d2b3a6e5c7,2026-02-08,GITHUB INC,GitHub,-4.00,GitHub,Subscriptions,Software,Amex Gold,credit_card,amex_gold_feb2026.pdf,false,,2026-02-28T12:00:00Z,2026-02-28T12:00:00Z
f6d8a5e3c4b7f6d8a5e3c4b7f6d8a5e3c4b7f6d8a5e3c4b7f6d8a5e3c4b7f6d8,2026-03-08,GITHUB INC,GitHub,-4.00,GitHub,Subscriptions,Software,Amex Gold,credit_card,amex_gold_mar2026.pdf,false,,2026-03-31T12:00:00Z,2026-03-31T12:00:00Z
a7e9b6f4d5c8a7e9b6f4d5c8a7e9b6f4d5c8a7e9b6f4d5c8a7e9b6f4d5c8a7e9,2026-01-09,ADOBE CREATIVE CL,Adobe Creative Cloud,-54.99,Adobe,Subscriptions,Software,Amex Gold,credit_card,amex_gold_jan2026.pdf,false,,2026-01-31T12:00:00Z,2026-01-31T12:00:00Z
b8f0c7a5e6d9b8f0c7a5e6d9b8f0c7a5e6d9b8f0c7a5e6d9b8f0c7a5e6d9b8f0,2026-02-09,ADOBE CREATIVE CL,Adobe Creative Cloud,-54.99,Adobe,Subscriptions,Software,Amex Gold,credit_card,amex_gold_feb2026.pdf,false,,2026-02-28T12:00:00Z,2026-02-28T12:00:00Z
c9a1d8b6f7e0c9a1d8b6f7e0c9a1d8b6f7e0c9a1d8b6f7e0c9a1d8b6f7e0c9a1,2026-03-09,ADOBE CREATIVE CL,Adobe Creative Cloud,-54.99,Adobe,Subscriptions,Software,Amex Gold,credit_card,amex_gold_mar2026.pdf,false,,2026-03-31T12:00:00Z,2026-03-31T12:00:00Z
d0b2e9c7a8f1d0b2e9c7a8f1d0b2e9c7a8f1d0b2e9c7a8f1d0b2e9c7a8f1d0b2,2026-01-10,APPLE.COM/BILL,Apple iCloud,-2.99,Apple,Subscriptions,Software,Amex Gold,credit_card,amex_gold_jan2026.pdf,false,,2026-01-31T12:00:00Z,2026-01-31T12:00:00Z
e1c3f0d8b9a2e1c3f0d8b9a2e1c3f0d8b9a2e1c3f0d8b9a2e1c3f0d8b9a2e1c3,2026-02-10,APPLE.COM/BILL,Apple iCloud,-2.99,Apple,Subscriptions,Software,Amex Gold,credit_card,amex_gold_feb2026.pdf,false,,2026-02-28T12:00:00Z,2026-02-28T12:00:00Z
f2d4a1e9c0b3f2d4a1e9c0b3f2d4a1e9c0b3f2d4a1e9c0b3f2d4a1e9c0b3f2d4,2026-03-10,APPLE.COM/BILL,Apple iCloud,-2.99,Apple,Subscriptions,Software,Amex Gold,credit_card,amex_gold_mar2026.pdf,false,,2026-03-31T12:00:00Z,2026-03-31T12:00:00Z
a3e5b2f0d1c4a3e5b2f0d1c4a3e5b2f0d1c4a3e5b2f0d1c4a3e5b2f0d1c4a3e5,2026-01-11,AMAZON PRIME MEMBERSHIP,Amazon Prime,-14.99,Amazon,Subscriptions,Memberships,Amex Gold,credit_card,amex_gold_jan2026.pdf,false,,2026-01-31T12:00:00Z,2026-01-31T12:00:00Z
b4f6c3a1e2d5b4f6c3a1e2d5b4f6c3a1e2d5b4f6c3a1e2d5b4f6c3a1e2d5b4f6,2026-02-11,AMAZON PRIME MEMBERSHIP,Amazon Prime,-14.99,Amazon,Subscriptions,Memberships,Amex Gold,credit_card,amex_gold_feb2026.pdf,false,,2026-02-28T12:00:00Z,2026-02-28T12:00:00Z
c5a7d4b2f3e6c5a7d4b2f3e6c5a7d4b2f3e6c5a7d4b2f3e6c5a7d4b2f3e6c5a7,2026-03-11,AMAZON PRIME MEMBERSHIP,Amazon Prime,-14.99,Amazon,Subscriptions,Memberships,Amex Gold,credit_card,amex_gold_mar2026.pdf,false,,2026-03-31T12:00:00Z,2026-03-31T12:00:00Z
d6b8e5c3a4f7d6b8e5c3a4f7d6b8e5c3a4f7d6b8e5c3a4f7d6b8e5c3a4f7d6b8,2026-01-12,PLANET FITNESS,Planet Fitness,-10.00,Planet Fitness,Subscriptions,Memberships,Amex Gold,credit_card,amex_gold_jan2026.pdf,false,,2026-01-31T12:00:00Z,2026-01-31T12:00:00Z
e7c9f6d4b5a8e7c9f6d4b5a8e7c9f6d4b5a8e7c9f6d4b5a8e7c9f6d4b5a8e7c9,2026-02-12,PLANET FITNESS,Planet Fitness,-10.00,Planet Fitness,Subscriptions,Memberships,Amex Gold,credit_card,amex_gold_feb2026.pdf,false,,2026-02-28T12:00:00Z,2026-02-28T12:00:00Z
f8d0a7e5c6b9f8d0a7e5c6b9f8d0a7e5c6b9f8d0a7e5c6b9f8d0a7e5c6b9f8d0,2026-03-12,PLANET FITNESS,Planet Fitness,-10.00,Planet Fitness,Subscriptions,Memberships,Amex Gold,credit_card,amex_gold_mar2026.pdf,false,,2026-03-31T12:00:00Z,2026-03-31T12:00:00Z
a9e1b8f6d7c0a9e1b8f6d7c0a9e1b8f6d7c0a9e1b8f6d7c0a9e1b8f6d7c0a9e1,2026-01-09,WHOLE FOODS MARKET #NYC,Whole Foods,-87.43,Whole Foods,Groceries,Supermarket,TD Chequing,checking,td_chequing_jan2026.csv,false,,2026-01-31T12:00:00Z,2026-01-31T12:00:00Z
b0f2c9a7e8d1b0f2c9a7e8d1b0f2c9a7e8d1b0f2c9a7e8d1b0f2c9a7e8d1b0f2,2026-01-22,TRADER JOES #442,Trader Joe's,-64.18,Trader Joe's,Groceries,Supermarket,TD Chequing,checking,td_chequing_jan2026.csv,false,,2026-01-31T12:00:00Z,2026-01-31T12:00:00Z
c1a3d0b8f9e2c1a3d0b8f9e2c1a3d0b8f9e2c1a3d0b8f9e2c1a3d0b8f9e2c1a3,2026-02-08,WHOLE FOODS MARKET #NYC,Whole Foods,-92.16,Whole Foods,Groceries,Supermarket,TD Chequing,checking,td_chequing_feb2026.csv,false,,2026-02-28T12:00:00Z,2026-02-28T12:00:00Z
d2b4e1c9a0f3d2b4e1c9a0f3d2b4e1c9a0f3d2b4e1c9a0f3d2b4e1c9a0f3d2b4,2026-02-21,COSTCO WHSE #1105,Costco,-134.57,Costco,Groceries,Wholesale Club,TD Chequing,checking,td_chequing_feb2026.csv,false,,2026-02-28T12:00:00Z,2026-02-28T12:00:00Z
e3c5f2d0b1a4e3c5f2d0b1a4e3c5f2d0b1a4e3c5f2d0b1a4e3c5f2d0b1a4e3c5,2026-03-07,WHOLE FOODS MARKET #NYC,Whole Foods,-79.84,Whole Foods,Groceries,Supermarket,TD Chequing,checking,td_chequing_mar2026.csv,false,,2026-03-31T12:00:00Z,2026-03-31T12:00:00Z
f4d6a3e1c2b5f4d6a3e1c2b5f4d6a3e1c2b5f4d6a3e1c2b5f4d6a3e1c2b5f4d6,2026-03-20,TRADER JOES #442,Trader Joe's,-71.22,Trader Joe's,Groceries,Supermarket,TD Chequing,checking,td_chequing_mar2026.csv,false,,2026-03-31T12:00:00Z,2026-03-31T12:00:00Z
a5e7b4f2d3c6a5e7b4f2d3c6a5e7b4f2d3c6a5e7b4f2d3c6a5e7b4f2d3c6a5e7,2026-01-14,STARBUCKS STORE #08762,Starbucks,-6.75,Starbucks,Food & Drink,Coffee,Amex Gold,credit_card,amex_gold_jan2026.pdf,false,,2026-01-31T12:00:00Z,2026-01-31T12:00:00Z
b6f8c5a3e4d7b6f8c5a3e4d7b6f8c5a3e4d7b6f8c5a3e4d7b6f8c5a3e4d7b6f8,2026-01-18,CHIPOTLE ONLINE ORDER,Chipotle,-14.85,Chipotle,Food & Drink,Fast Food,Amex Gold,credit_card,amex_gold_jan2026.pdf,false,,2026-01-31T12:00:00Z,2026-01-31T12:00:00Z
c7a9d6b4f5e8c7a9d6b4f5e8c7a9d6b4f5e8c7a9d6b4f5e8c7a9d6b4f5e8c7a9,2026-02-08,STARBUCKS STORE #08762,Starbucks,-7.25,Starbucks,Food & Drink,Coffee,Amex Gold,credit_card,amex_gold_feb2026.pdf,false,,2026-02-28T12:00:00Z,2026-02-28T12:00:00Z
d8b0e7c5a6f9d8b0e7c5a6f9d8b0e7c5a6f9d8b0e7c5a6f9d8b0e7c5a6f9d8b0,2026-02-14,NOBU RESTAURANT NYC,Nobu,-145.00,Nobu,Food & Drink,Dining Out,Amex Gold,credit_card,amex_gold_feb2026.pdf,true,,2026-02-28T12:00:00Z,2026-02-28T12:00:00Z
e9c1f8d6b7a0e9c1f8d6b7a0e9c1f8d6b7a0e9c1f8d6b7a0e9c1f8d6b7a0e9c1,2026-02-22,MCDONALDS F25137,McDonald's,-11.40,McDonald's,Food & Drink,Fast Food,Amex Gold,credit_card,amex_gold_feb2026.pdf,false,,2026-02-28T12:00:00Z,2026-02-28T12:00:00Z
f0d2a9e7c8b1f0d2a9e7c8b1f0d2a9e7c8b1f0d2a9e7c8b1f0d2a9e7c8b1f0d2,2026-03-05,STARBUCKS STORE #08762,Starbucks,-6.50,Starbucks,Food & Drink,Coffee,Amex Gold,credit_card,amex_gold_mar2026.pdf,false,,2026-03-31T12:00:00Z,2026-03-31T12:00:00Z
a1e3f0b8d9c2a1e3f0b8d9c2a1e3f0b8d9c2a1e3f0b8d9c2a1e3f0b8d9c2a1e3,2026-03-19,SUSHI NAKAZAWA,Sushi Nakazawa,-210.00,Sushi Nakazawa,Food & Drink,Dining Out,Amex Gold,credit_card,amex_gold_mar2026.pdf,true,,2026-03-31T12:00:00Z,2026-03-31T12:00:00Z
b2f4a1c9e0d3b2f4a1c9e0d3b2f4a1c9e0d3b2f4a1c9e0d3b2f4a1c9e0d3b2f4,2026-01-10,MTA TRANSIT METRO CARD,NYC MTA,-33.00,MTA,Transportation,Public Transit,TD Chequing,checking,td_chequing_jan2026.csv,false,,2026-01-31T12:00:00Z,2026-01-31T12:00:00Z
c3a5b2d0f1e4c3a5b2d0f1e4c3a5b2d0f1e4c3a5b2d0f1e4c3a5b2d0f1e4c3a5,2026-01-25,UBER TRIP HELP.UBER.COM,Uber,-18.50,Uber,Transportation,Rideshare,TD Chequing,checking,td_chequing_jan2026.csv,false,,2026-01-31T12:00:00Z,2026-01-31T12:00:00Z
d4b6c3e1a2f5d4b6c3e1a2f5d4b6c3e1a2f5d4b6c3e1a2f5d4b6c3e1a2f5d4b6,2026-02-10,MTA TRANSIT METRO CARD,NYC MTA,-33.00,MTA,Transportation,Public Transit,TD Chequing,checking,td_chequing_feb2026.csv,false,,2026-02-28T12:00:00Z,2026-02-28T12:00:00Z
e5c7d4f2b3a6e5c7d4f2b3a6e5c7d4f2b3a6e5c7d4f2b3a6e5c7d4f2b3a6e5c7,2026-02-20,UBER TRIP HELP.UBER.COM,Uber,-24.75,Uber,Transportation,Rideshare,TD Chequing,checking,td_chequing_feb2026.csv,false,,2026-02-28T12:00:00Z,2026-02-28T12:00:00Z
f6d8e5a3c4b7f6d8e5a3c4b7f6d8e5a3c4b7f6d8e5a3c4b7f6d8e5a3c4b7f6d8,2026-03-10,MTA TRANSIT METRO CARD,NYC MTA,-33.00,MTA,Transportation,Public Transit,TD Chequing,checking,td_chequing_mar2026.csv,false,,2026-03-31T12:00:00Z,2026-03-31T12:00:00Z
a7e9f6b4d5c8a7e9f6b4d5c8a7e9f6b4d5c8a7e9f6b4d5c8a7e9f6b4d5c8a7e9,2026-03-22,UBER TRIP HELP.UBER.COM,Uber,-21.00,Uber,Transportation,Rideshare,TD Chequing,checking,td_chequing_mar2026.csv,false,,2026-03-31T12:00:00Z,2026-03-31T12:00:00Z
b8f0a7c5e6d9b8f0a7c5e6d9b8f0a7c5e6d9b8f0a7c5e6d9b8f0a7c5e6d9b8f0,2026-01-20,AMAZON.COM AMZN.COM/BILL,Amazon,-47.99,Amazon,Shopping,General Merchandise,Amex Gold,credit_card,amex_gold_jan2026.pdf,false,,2026-01-31T12:00:00Z,2026-01-31T12:00:00Z
c9a1b8d6f7e0c9a1b8d6f7e0c9a1b8d6f7e0c9a1b8d6f7e0c9a1b8d6f7e0c9a1,2026-02-13,ZARA USA #0503,Zara,-89.00,Zara,Shopping,Clothing,Amex Gold,credit_card,amex_gold_feb2026.pdf,false,,2026-02-28T12:00:00Z,2026-02-28T12:00:00Z
d0b2c9e7a8f1d0b2c9e7a8f1d0b2c9e7a8f1d0b2c9e7a8f1d0b2c9e7a8f1d0b2,2026-02-28,AMAZON.COM AMZN.COM/BILL,Amazon,-32.50,Amazon,Shopping,General Merchandise,Amex Gold,credit_card,amex_gold_feb2026.pdf,false,,2026-02-28T12:00:00Z,2026-02-28T12:00:00Z
e1c3d0f8a9b2e1c3d0f8a9b2e1c3d0f8a9b2e1c3d0f8a9b2e1c3d0f8a9b2e1c3,2026-03-15,BEST BUY #00092,Best Buy,-149.99,Best Buy,Shopping,Electronics,Amex Gold,credit_card,amex_gold_mar2026.pdf,true,,2026-03-31T12:00:00Z,2026-03-31T12:00:00Z
f2d4e1a9b0c3f2d4e1a9b0c3f2d4e1a9b0c3f2d4e1a9b0c3f2d4e1a9b0c3f2d4,2026-03-25,TARGET T- 0312,Target,-56.78,Target,Shopping,General Merchandise,TD Chequing,checking,td_chequing_mar2026.csv,false,,2026-03-31T12:00:00Z,2026-03-31T12:00:00Z
a3e5c2b0f1d4a3e5c2b0f1d4a3e5c2b0f1d4a3e5c2b0f1d4a3e5c2b0f1d4a3e5,2026-01-17,CVS PHARMACY #3841,CVS,-28.40,CVS,Health,Pharmacy,TD Chequing,checking,td_chequing_jan2026.csv,false,,2026-01-31T12:00:00Z,2026-01-31T12:00:00Z
b4f6d3c1a2e5b4f6d3c1a2e5b4f6d3c1a2e5b4f6d3c1a2e5b4f6d3c1a2e5b4f6,2026-02-05,DR SMITH MEDICAL OFFICE,Dr. Smith,-150.00,Dr. Smith,Health,Medical,TD Chequing,checking,td_chequing_feb2026.csv,false,,2026-02-28T12:00:00Z,2026-02-28T12:00:00Z
c5a7e4d2b3f6c5a7e4d2b3f6c5a7e4d2b3f6c5a7e4d2b3f6c5a7e4d2b3f6c5a7,2026-02-25,CVS PHARMACY #3841,CVS,-15.60,CVS,Health,Pharmacy,TD Chequing,checking,td_chequing_feb2026.csv,false,,2026-02-28T12:00:00Z,2026-02-28T12:00:00Z
d6b8f5e3c4a7d6b8f5e3c4a7d6b8f5e3c4a7d6b8f5e3c4a7d6b8f5e3c4a7d6b8,2026-03-14,CRUNCH FITNESS NYC,Crunch Fitness,-35.00,Crunch Fitness,Health,Fitness,Amex Gold,credit_card,amex_gold_mar2026.pdf,false,,2026-03-31T12:00:00Z,2026-03-31T12:00:00Z
e7c9a6f4d5b8e7c9a6f4d5b8e7c9a6f4d5b8e7c9a6f4d5b8e7c9a6f4d5b8e7c9,2026-03-28,WALGREENS #9201,Walgreens,-42.80,Walgreens,Health,Pharmacy,TD Chequing,checking,td_chequing_mar2026.csv,false,,2026-03-31T12:00:00Z,2026-03-31T12:00:00Z
f8d0b7a5e6c9f8d0b7a5e6c9f8d0b7a5e6c9f8d0b7a5e6c9f8d0b7a5e6c9f8d0,2026-02-10,DELTA AIR LINES TICKET,Delta Airlines,-320.00,Delta,Travel,Flights,Amex Gold,credit_card,amex_gold_feb2026.pdf,false,,2026-02-28T12:00:00Z,2026-02-28T12:00:00Z
a9e1c8b6f7d0a9e1c8b6f7d0a9e1c8b6f7d0a9e1c8b6f7d0a9e1c8b6f7d0a9e1,2026-02-12,MARRIOTT HOTELS RESERV,Marriott,-245.00,Marriott,Travel,Hotels,Amex Gold,credit_card,amex_gold_feb2026.pdf,false,,2026-02-28T12:00:00Z,2026-02-28T12:00:00Z
b0f2d9c7a8e1b0f2d9c7a8e1b0f2d9c7a8e1b0f2d9c7a8e1b0f2d9c7a8e1b0f2,2026-03-05,HERTZ CAR RENTAL ORLANDO,Hertz,-89.50,Hertz,Travel,Rental Car,Amex Gold,credit_card,amex_gold_mar2026.pdf,false,,2026-03-31T12:00:00Z,2026-03-31T12:00:00Z
